domain,label,latency,loss,delta_min,delta_mean,delta_max,jitter_min,jitter_mean,jitter_max,emodel
aturaga,4.0,405.44,0.0,6.582,20.0,33.354,0.564,4.537,6.681,3.067522133242454
aturaga,3.0,404.71,0.035,7.492,20.733,3540.629,0.024,6.092,101.753,3.06444170634308
aturaga,3.0,405.3,0.10800000000000001,6.654,22.43,4618.736,0.057,3.799,99.629,3.043416905810759
aturaga,4.5,17.06,0.111,7.641,22.501,3691.105,0.608,5.171,6.769,4.411120489822889
aturaga,3.0,405.14,0.10400000000000001,0.0,22.272,3241.331,1.25,6.04,101.762,3.045456092425494
aturaga,3.0,256.08,0.107,6.747,22.398,3081.218,0.652,6.295,64.277,3.9821652506680456
aturaga,3.0,155.11,0.053,6.69,21.117,2138.181,0.575,5.317,40.616,4.344830798781046
aturaga,3.0,80.5,0.028999999999999998,6.711,20.59,2419.507,0.021,5.365,22.842,4.387788305004113
aturaga,4.0,15.64,0.0,6.648,20.005,40.509,0.002,5.384,6.61,4.421048594842948
aturaga,4.0,22.19,0.0,7.578,19.998,32.639,0.017,3.728,5.822,4.4181503981038235
aturaga,4.0,87.09,0.028999999999999998,0.001,20.601,2722.751,0.074,6.31,23.672,4.384428899591146
aturaga,4.0,155.64,0.066,6.688,21.424,2880.064,0.004,3.544,39.526,4.343120910716265
aturaga,2.5,269.16,0.107,6.75,22.405,3720.638,0.601,5.189,65.169,3.9122052156012455
aturaga,3.0,405.62,0.135,6.796,23.12,3091.534,0.006,4.946,100.511,3.0349661798876717
aturaga,4.5,29.23,0.032,0.001,20.649,2892.454,1.25,3.585,5.639,4.4122626614296045
aturaga,3.0,11.94,0.057,6.944,21.21,2718.776,0.622,4.031,5.98,4.417975588403762
aturaga,3.0,10.13,0.079,7.613,21.723,2491.073,0.009,5.787,7.285,4.416959027827728
aturaga,2.5,458.71,0.154,6.701,23.643,3269.391,0.009,5.994,101.087,2.6565562382407752
aturaga,3.0,255.17,0.122,7.724,22.779,2900.109,0.005,3.904,63.545,3.9843309322710962
aturaga,4.0,154.97,0.0,6.65,20.0,33.185,0.505,5.781,6.809,4.350598921743956
aturaga,3.0,170.82,0.032,7.66,20.666,2599.913,0.017,3.817,38.052,4.337936834738195
aturaga,3.0,80.23,0.084,6.744,21.84,2518.979,0.141,3.546,21.311,4.382697382052799
aturaga,2.5,82.0,0.109,6.925,22.452,3298.499,0.077,6.191,24.008,4.379380784852827
aturaga,3.0,41.0,0.087,0.0,21.889,3408.617,1.25,3.926,6.224,4.401950212255681
aturaga,3.0,406.83,0.0,6.807,20.0,32.822,0.095,4.41,6.218,3.057838396572315
aturaga,3.0,405.07,0.036000000000000004,6.809,20.75,2379.838,0.119,3.967,96.818,3.061701066451575
aturaga,4.5,405.35,0.0,7.668,20.0,32.855,0.115,3.399,5.292,3.0681488372878456
aturaga,4.0,80.24,0.0,6.595,20.0,33.588,0.007,3.396,5.925,4.390653971712506
aturaga,4.0,255.44,0.0,6.729,20.002,33.514,0.09,3.716,5.859,4.003964815492546
aturaga,4.0,170.39,0.031,7.488,20.643,2860.54,0.026,3.994,64.892,4.33830022484084
aturaga,4.0,248.44,0.063,6.708,21.351,2660.046,0.033,4.09,61.88,4.028899669180788
aturaga,3.0,287.61,0.084,7.764,21.833,2400.615,0.622,3.522,37.759,3.8127488198532453
aturaga,4.0,155.74,0.086,0.0,21.846,2629.965,1.25,6.124,41.009,4.340899360992108
aturaga,2.5,417.18,0.163,7.668,23.885,3019.758,0.004,5.356,100.211,2.947525499736305
aturaga,2.5,255.7,0.09699999999999999,6.596,22.156,3159.072,0.048,3.759,64.037,3.985874348847147
aturaga,3.0,159.26,0.057,7.713,21.198,2319.006,0.058,3.773,38.779,4.3419860435978785
aturaga,4.0,117.17,0.024,6.63,20.49,2202.1,0.676,6.043,24.527,4.3690863148175545
aturaga,3.0,33.35,0.0,1.123,20.0,32.586,0.01,3.988,6.285,4.413116063369376
aturaga,4.0,108.72,0.0,5.649,20.0,34.048,0.078,5.819,6.752,4.3759960636136475
aturaga,4.0,423.98,0.009000000000000001,6.914,20.187,839.47,0.035,3.726,5.777,2.9356180459120993
aturaga,3.0,445.14,0.034,6.435,20.701,2269.123,0.135,6.228,99.764,2.7804853495431807
aturaga,4.0,421.33,0.085,0.0,21.835,3459.653,0.708,3.892,97.33,2.9364308776449763
aturaga,4.0,53.68,0.09699999999999999,7.822,22.143,4017.402,0.003,3.86,6.023,4.394882996128183
aturaga,2.0,412.35,0.16,1.114,23.81,3680.301,0.025,6.407,99.546,2.9821200501725325
aturaga,2.5,255.5,0.107,6.651,22.39,3329.491,0.083,4.411,64.247,3.985192710041736
aturaga,3.0,151.88,0.057,1.078,21.202,2368.399,0.677,6.122,40.739,4.346267779504769
aturaga,2.5,80.26,0.031,7.642,20.633,2849.76,0.633,4.974,6.682,4.387720745492131
aturaga,3.0,18.93,0.0,7.636,19.997,32.755,0.062,3.989,5.902,4.419598102285852
aturaga,3.0,25.51,0.0,6.945,20.0,32.795,0.632,3.747,5.834,4.416665391125475
aturaga,3.0,79.84,0.034,7.093,20.701,2920.17,0.058,3.363,21.397,4.387649899010135
aturaga,3.0,157.09,0.057999999999999996,6.648,21.225,2850.098,0.621,6.08,40.221,4.343141956580529
aturaga,2.5,255.34,0.10099999999999999,6.579,22.248,3491.691,0.057,6.654,66.753,3.9870602060910074
aturaga,3.0,405.52,0.154,6.78,23.634,3368.096,0.062,7.582,100.941,3.0313024795046344
aturaga,2.5,14.73,0.09,6.758,21.985,3369.512,0.561,5.712,7.447,4.413962565436204
aturaga,2.5,405.46,0.040999999999999995,7.718,20.858,2940.923,0.108,3.703,96.546,3.057819932889354
aturaga,2.5,405.5,0.037000000000000005,6.8,20.764,3381.102,0.034,3.707,100.34,3.0584719210033238
aturaga,2.5,405.95,0.0,7.72,20.0,33.021,0.068,3.466,6.048,3.063970115474707
aturaga,3.0,81.19,0.002,6.942,20.029,172.023,0.681,5.927,22.678,4.3899889013064985
aturaga,3.0,155.18,0.0,7.672,20.0,32.903,0.006,3.482,5.755,4.350479177544289
aturaga,4.0,167.35,0.035,6.779,20.724,2878.884,0.017,3.711,39.672,4.339649002552877
aturaga,3.0,105.54,0.0,6.837,19.998,34.11,0.65,3.986,6.028,4.377670203591504
aturaga,2.5,88.41,0.086,0.0,21.883,2568.883,0.631,6.179,23.049,4.378251381291895
aturaga,3.0,80.43,0.121,6.706,22.753,3169.566,0.033,3.364,22.072,4.3790455805118444
aturaga,2.5,255.05,0.124,6.768,22.82,2499.606,0.038,4.304,63.779,3.9846129149823484
aturaga,2.5,405.45,0.153,7.482,23.614,3159.41,0.637,5.287,101.337,3.032020789851624
aturaga,2.5,10.8,0.085,7.606,21.854,2879.315,0.501,4.036,6.177,4.4161589632526175
aturaga,3.0,20.36,0.063,7.456,21.349,2959.407,0.005,5.537,6.919,4.41367820686696
aturaga,3.0,37.74,0.037000000000000005,7.662,20.768,3448.988,0.151,3.225,6.204,4.407891687421807
aturaga,4.0,83.17,0.0,6.646,19.998,33.604,0.613,5.916,6.927,4.389181012068723
aturaga,4.0,405.16,0.009000000000000001,6.821,20.176,812.514,0.608,5.229,99.755,3.067368689727787
aturaga,3.0,405.43,0.037000000000000005,6.918,20.772,2529.848,0.691,3.859,98.529,3.0589597693024166
aturaga,3.0,451.24,0.07400000000000001,7.699,21.59,3150.501,0.085,3.909,100.158,2.7279671947786905
aturaga,2.5,46.83,0.10400000000000001,7.623,22.319,3640.763,0.643,5.918,7.554,4.3976096524830375
aturaga,4.0,155.5,0.0,6.741,19.998,33.019,0.692,5.561,6.666,4.3502966339973765
aturaga,4.0,155.04,0.026000000000000002,6.815,20.539,2460.817,0.008,3.305,38.036,4.347774169288225
aturaga,4.0,118.15,0.057,6.649,21.211,2610.471,0.526,6.072,22.983,4.365213723846181
aturaga,3.0,100.26,0.08199999999999999,6.713,21.777,2900.079,0.619,3.856,23.179,4.372373428661831
aturaga,2.5,82.06,0.13699999999999998,6.788,23.186,2600.421,0.597,6.301,24.286,4.376646235346533
aturaga,2.0,155.32,0.086,7.75,21.873,2840.67,0.13,4.503,40.615,4.341145034919965
aturaga,3.0,266.31,0.061,6.604,21.3,2590.145,0.645,5.999,39.663,3.9359618087105237
aturaga,4.0,255.36,0.067,7.638,21.431,2559.128,0.135,4.269,62.36,3.992815727698183
aturaga,3.0,161.8,0.051,7.531,21.064,3300.22,0.062,3.944,64.089,4.3411542567594665
aturaga,4.5,255.41,0.0,6.788,20.0,32.992,0.606,5.86,6.859,4.00411910734963
aturaga,4.5,10.97,0.003,0.001,20.053,276.519,1.25,5.915,16.682,4.422844676643188
aturaga,4.5,80.69,0.0,6.672,19.998,32.987,0.619,3.948,6.114,4.390428274545197
aturaga,4.5,167.8,0.077,1.196,21.678,3398.185,0.034,5.635,41.866,4.33477033255475
aturaga,3.0,261.0,0.032,6.946,20.656,2900.764,0.004,4.083,64.503,3.9694251394773223
aturaga,2.0,404.91,0.17300000000000001,6.755,24.177,3700.033,0.646,7.151,102.8,3.031213155795173
aturaga,2.5,404.82,0.171,6.593,24.129,3710.297,0.01,7.667,100.893,3.032299243809224
aturaga,3.0,278.82,0.067,6.918,21.438,2620.112,0.083,5.251,63.179,3.866012139905545
aturaga,3.0,159.37,0.057999999999999996,7.748,21.228,3122.051,0.009,3.502,39.458,4.341813357710315
aturaga,3.0,80.38,0.03,6.615,20.628,2530.57,0.09,5.896,22.441,4.3877545202713275
aturaga,4.0,12.45,0.0,1.131,19.999,32.654,0.232,3.753,6.381,4.422444875281252
aturaga,4.5,255.8,0.0,0.0,19.966,32.909,1.25,5.682,7.27,4.00211193006045
aturaga,4.5,159.53,0.044000000000000004,7.658,20.91,3901.87,0.034,5.688,65.396,4.34323796746729
aturaga,3.0,261.47,0.063,6.936,21.343,3209.887,0.006,6.042,64.116,3.961476437952671
aturaga,3.0,289.45,0.109,6.874,22.443,3962.311,0.124,3.59,38.462,3.797296947665912
aturaga,4.0,159.7,0.08800000000000001,6.36,21.924,2950.052,0.137,6.302,40.945,4.338357346425137
aturaga,3.0,24.12,0.035,7.723,20.716,3160.135,0.685,2.959,5.969,4.414338188307326
aturaga,3.0,40.64,0.05,7.64,21.06,2410.325,0.102,5.007,6.613,4.405390442722767
aturaga,4.0,18.51,0.081,6.595,21.769,2867.795,0.595,5.841,7.133,4.412999171695001
aturaga,2.5,405.59,0.138,6.874,23.195,3361.789,0.492,5.758,100.382,3.034486212935903
aturaga,2.5,256.21,0.139,7.618,23.225,3269.607,0.016,3.738,63.604,3.975958841781432
aturaga,2.5,30.06,0.08900000000000001,7.618,21.956,3048.108,0.015,3.395,5.383,4.406964826388468
aturaga,3.0,418.04,0.069,6.878,21.468,2468.294,0.008,6.687,103.615,2.963277868425146
aturaga,3.0,406.98,0.035,5.578,20.725,3132.046,0.59,6.217,103.295,3.048618395368215
aturaga,4.0,405.67,0.0,1.189,19.998,33.014,0.003,5.79,6.709,3.0659203887646247
aturaga,3.0,82.44,0.0,6.793,20.0,33.814,0.05,4.854,6.511,4.38954875086382
aturaga,4.0,9.96,0.0,7.743,20.0,33.141,0.082,3.668,5.864,4.423527822656666
aturaga,4.0,80.7,0.025,6.709,20.508,2120.185,0.566,5.998,22.989,4.388065308035558
aturaga,4.0,162.26,0.0,6.776,19.999,32.837,0.409,4.538,6.536,4.3464189332364915
aturaga,3.0,255.05,0.11,6.905,22.472,3999.269,0.21,3.483,61.586,3.9870209929912224
aturaga,2.0,408.91,0.138,1.109,23.203,3181.501,0.034,4.891,100.131,3.0112773823693235
aturaga,2.5,155.31,0.084,6.795,21.827,2519.75,0.002,6.061,41.442,4.3413673391989605
aturaga,2.0,275.95,0.07400000000000001,6.657,21.603,2878.989,0.618,4.968,41.689,3.880761835822969
aturaga,3.0,255.64,0.065,5.64,21.383,3018.96,0.69,6.275,65.723,3.991708170749487
aturaga,4.0,168.69,0.031,1.197,20.635,2801.291,0.094,3.943,63.896,4.3393003359081606
aturaga,4.0,256.72,0.001,0.0,20.02,238.852,0.277,7.824,33.418,3.9971916359345148
aturaga,2.5,266.83,0.129,6.869,22.959,2949.579,0.073,4.097,62.627,3.9209545649156543
aturaga,3.0,408.09,0.1,0.0,22.227,2560.055,0.073,4.481,99.567,3.025779186644269
aturaga,4.0,10.77,0.054000000000000006,7.767,21.14,2669.438,0.485,4.561,6.699,4.418744850567529
aturaga,4.0,12.47,0.0,1.163,19.999,41.385,0.454,5.16,7.343,4.422436152263173
awekesa,4.5,12.9,0.0,4.406,19.997,32.619,0.975,4.058,6.089,4.422248512431089
awekesa,4.5,81.24,0.025,7.567,20.506,2100.096,0.047,3.225,20.916,4.387791838989315
awekesa,4.0,180.24,0.061,6.598,21.304,2789.926,0.666,6.123,42.339,4.320901704041608
awekesa,4.0,255.43,0.086,6.71,21.889,2851.945,0.015,6.514,65.053,3.989176709829803
awekesa,3.0,405.1,0.14400000000000002,6.786,23.365,3132.743,0.683,6.617,101.829,3.0365301289293485
awekesa,2.5,406.52,0.122,6.695,22.778,3150.053,0.722,7.342,103.503,3.031671573812032
awekesa,4.0,254.85,0.07200000000000001,7.657,21.549,2482.339,0.574,3.961,65.535,3.994597525378562
awekesa,4.0,166.39,0.062,7.517,21.328,2732.522,0.676,6.379,42.702,4.337254882587407
awekesa,4.5,80.66,0.027000000000000003,6.552,20.547,2531.281,0.729,3.627,21.328,4.387896426036274
awekesa,4.5,9.62,0.0,7.679,20.0,32.291,0.009,4.601,6.56,4.423675222333587
awekesa,4.5,85.81,0.0,6.647,20.0,33.162,0.092,4.159,6.311,4.387846925944338
awekesa,4.5,426.23,0.0,6.721,20.002,33.595,0.623,5.875,6.817,2.9219160592104894
awekesa,4.0,411.8,0.031,7.759,20.644,2960.977,0.061,4.325,101.51,3.015883278114565
awekesa,3.0,405.09,0.061,1.148,21.299,3020.848,0.679,5.981,101.661,3.055752883362506
awekesa,2.5,38.64,0.076,6.732,21.651,2600.964,0.684,3.532,5.542,4.404049543802646
awekesa,4.0,154.89,0.0,6.683,20.0,33.097,0.098,5.79,6.713,4.35064452815765
awekesa,4.0,156.56,0.027999999999999997,6.747,20.586,2838.871,0.642,5.119,6.563,4.346684671425258
awekesa,3.0,80.32,0.047,0.0,20.979,2281.448,0.043,5.964,23.908,4.38617440891847
awekesa,3.0,81.76,0.068,5.677,21.461,2299.941,0.078,5.417,23.664,4.383437494288461
awekesa,2.0,79.91,0.09300000000000001,7.602,22.041,2139.934,0.121,4.146,22.015,4.382002313404914
awekesa,4.5,255.29,0.0,6.604,20.0,32.97,0.041,5.838,6.7,4.0047360972967985
awekesa,4.0,156.57,0.0,1.128,20.002,36.124,0.06,5.699,6.962,4.349685586053539
awekesa,3.0,257.18,0.059000000000000004,6.455,21.249,2830.816,0.705,6.292,66.77,3.9847344424120412
awekesa,2.5,289.03,0.096,6.62,22.132,3679.411,0.496,5.434,102.129,3.802232687166917
awekesa,2.0,152.0,0.053,7.6,21.12,2379.115,0.02,6.025,41.303,4.346627503603958
awekesa,4.5,14.48,0.018000000000000002,7.636,20.368,2000.392,0.619,5.933,6.764,4.4200752200630005
awekesa,4.0,12.34,0.040999999999999995,7.566,20.863,1959.794,0.498,3.53,5.88,4.419122324808246
awekesa,3.0,18.26,0.068,6.779,21.459,2339.416,0.005,5.73,6.826,4.414211015717562
awekesa,2.5,423.14,0.13,6.524,22.993,3022.466,0.056,7.368,101.728,2.9132336880395036
awekesa,2.0,247.65,0.10300000000000001,7.63,22.303,2760.383,0.177,4.314,64.11,4.026188404656391
awekesa,3.0,82.26,0.11699999999999999,6.74,22.654,3360.167,0.102,4.194,21.871,4.3784738004746
awekesa,3.0,79.94,0.064,6.783,21.37,2800.598,0.7,5.935,24.474,4.384753321467226
awekesa,2.5,80.07,0.048,0.001,21.019,2410.374,0.194,4.622,30.173,4.386206936985832
awekesa,3.0,157.49,0.028999999999999998,6.9,20.591,2661.249,0.125,3.467,39.17,4.346040625874187
awekesa,4.0,155.1,0.0,6.779,20.0,33.003,0.656,5.821,6.946,4.3505247990549964
awekesa,2.0,12.51,0.07200000000000001,6.796,21.554,2550.46,0.565,4.019,6.053,4.416473339376964
awekesa,3.0,424.6,0.066,7.442,21.418,2518.808,0.677,5.306,98.827,2.9178660457027026
awekesa,2.5,170.88,0.034,6.921,20.699,2220.342,0.537,5.831,95.009,4.337681364365313
awekesa,4.5,405.26,0.0,6.743,20.0,32.985,0.189,3.125,5.327,3.0687755043591185
awekesa,4.5,80.93,0.0,6.719,20.0,32.922,0.592,5.712,6.743,4.390307824738463
awekesa,4.5,10.53,0.0,6.544,19.999,32.985,0.823,5.966,6.79,4.4232804565394765
awekesa,4.0,80.27,0.026000000000000002,6.693,20.529,2290.621,0.832,3.684,5.866,4.388188388274962
awekesa,3.0,158.21,0.059000000000000004,6.572,21.242,2627.504,0.621,5.985,43.133,4.3423815685305724
awekesa,3.0,262.64,0.087,6.721,21.906,2561.179,0.004,5.117,63.067,3.9510141038429367
awekesa,2.0,453.02,0.134,6.825,23.104,2488.159,0.078,7.322,101.948,2.701374969429638
awekesa,2.0,405.7,0.14300000000000002,5.338,23.344,3241.04,0.916,4.928,99.825,3.0325693292699243
awekesa,3.0,290.91,0.084,6.666,21.829,2361.025,0.002,4.6,63.928,3.793616958500554
awekesa,2.5,170.22,0.066,6.795,21.419,2740.415,0.482,6.099,40.965,4.334544788409725
awekesa,4.0,96.68,0.024,6.641,20.492,1990.41,0.628,5.893,22.53,4.37995452767548
awekesa,4.5,11.11,0.001,0.001,20.026,99.622,0.656,5.501,14.128,4.42294688206868
awekesa,4.5,154.94,0.0,6.795,20.0,33.251,0.613,5.823,6.729,4.350616024823109
awekesa,4.5,182.26,0.026000000000000002,7.394,20.544,2069.512,0.087,4.953,38.776,4.317968155428443
awekesa,3.0,80.86,0.057999999999999996,7.554,21.239,2612.417,0.639,5.943,23.79,4.384853092987627
awekesa,2.5,81.5,0.077,0.001,21.655,2351.398,0.039,5.27,47.861,4.382711231594472
awekesa,2.5,79.05,0.10800000000000001,7.639,22.416,2651.701,0.05,4.381,22.5,4.381012274077365
awekesa,4.0,174.87,0.15,5.317,23.516,2701.07,0.573,7.101,66.7,4.322384398112111
awekesa,3.0,405.76,0.135,1.132,23.112,2590.776,0.534,7.506,100.057,3.0339884150273564
awekesa,3.0,9.38,0.075,7.594,21.612,2478.258,0.612,3.899,6.224,4.417626512166511
awekesa,4.5,10.79,0.052000000000000005,6.907,21.096,2580.919,0.053,3.98,6.213,4.418901226590317
awekesa,4.5,10.74,0.022000000000000002,0.0,20.458,2060.968,0.012,5.403,11.607,4.4213917120203625
awekesa,2.5,85.95,0.109,7.401,22.445,2559.107,0.085,4.348,22.013,4.377311830824702
awekesa,2.5,90.7,0.075,6.726,21.63,2290.012,0.018,3.854,22.701,4.378119258375819
awekesa,3.0,113.83,0.06,1.159,21.286,2490.162,0.559,3.79,21.177,4.367262991448383
awekesa,4.5,183.88,0.03,6.699,20.611,2319.96,0.147,5.606,38.584,4.311869754098457
awekesa,4.5,155.0,0.0,6.86,20.0,33.039,0.746,3.4,5.846,4.350581817856
awekesa,2.0,157.64,0.08900000000000001,7.707,21.955,2760.341,0.025,3.859,38.985,4.339460077722917
awekesa,2.5,305.37,0.102,6.791,22.271,3070.498,0.538,6.653,99.25,3.7041933290714284
awekesa,4.0,254.89,0.061,6.863,21.3,2771.019,0.672,6.349,66.48,3.9962835625544333
awekesa,4.5,163.73,0.028999999999999998,1.074,20.604,2590.877,0.672,5.349,7.003,4.342421275841458
awekesa,4.5,255.64,0.0,6.796,20.002,32.991,0.022,4.55,6.702,4.002935749820175
awekesa,4.5,25.52,0.0,7.595,20.002,32.383,0.489,3.339,5.415,4.416660901987869
awekesa,4.0,95.45,0.025,7.56,20.523,2099.244,0.003,3.594,21.329,4.380497447928903
awekesa,3.0,165.08,0.055,7.615,21.163,2449.915,0.688,6.116,40.922,4.33879403185594
awekesa,2.5,255.31,0.087,4.546,21.908,2520.11,0.731,6.284,64.384,3.9896281872785346
awekesa,2.0,404.8,0.12,7.608,22.736,2982.483,0.601,7.304,103.294,3.0441412057750865
awekesa,4.5,80.28,0.0,7.565,20.002,33.095,0.005,4.464,6.561,4.390633917466181
awekesa,4.0,404.75,0.0,5.618,20.001,34.119,0.501,3.554,5.62,3.0723259158067933
awekesa,4.0,404.92,0.038,6.747,20.783,2518.303,0.019,4.901,100.548,3.0622807803789374
awekesa,2.5,405.18,0.067,0.001,21.432,3061.0,0.144,6.118,101.271,3.05373402237779
awekesa,2.0,11.81,0.078,7.651,21.691,2370.157,0.621,5.817,7.601,4.416287916794588
awekesa,2.0,407.02,0.141,6.942,23.268,3681.031,0.543,7.139,101.419,3.023805153623744
awekesa,2.5,284.8,0.10099999999999999,1.129,22.243,2707.791,0.641,6.586,65.381,3.8256747896495042
awekesa,3.0,154.5,0.081,6.667,21.766,2319.619,0.592,6.242,41.868,4.342164598204876
awekesa,4.0,95.64,0.027000000000000003,6.842,20.552,2391.033,0.034,3.663,21.044,4.380204280933977
awekesa,4.5,23.91,0.0,6.861,20.0,32.358,0.492,5.906,6.653,4.417382398446444
awekesa,4.0,11.96,0.002,0.001,20.04,188.439,0.597,7.945,34.102,4.422495049538493
awekesa,4.5,85.1,0.026000000000000002,6.854,20.528,2107.788,0.004,5.905,23.871,4.385733742798315
awekesa,3.0,158.35,0.053,6.521,21.126,2571.999,0.017,6.075,40.473,4.342949806141307
awekesa,2.5,255.43,0.09300000000000001,6.711,22.044,2406.76,0.567,4.673,64.628,3.987970150506247
awekesa,2.0,458.53,0.135,7.565,23.11,2710.969,0.005,7.366,103.266,2.6622344486766183
awekesa,4.5,12.5,0.027000000000000003,0.0,20.555,2400.545,0.561,3.827,17.488,4.42020680117169
awekesa,4.5,17.15,0.053,1.127,21.122,2451.129,0.575,3.674,5.774,4.415973724792566
awekesa,3.0,17.4,0.07200000000000001,7.561,21.561,2470.895,0.672,5.728,7.208,4.41426450986758
awekesa,2.5,445.34,0.147,6.704,23.437,3291.021,0.039,6.702,102.541,2.7526170009342104
awekesa,3.0,244.25,0.126,6.831,22.879,2681.245,0.143,5.565,64.313,4.039470272435992
awekesa,4.0,156.21,0.0,6.624,20.0,32.975,0.651,5.872,6.728,4.349891287044254
awekesa,4.5,156.12,0.027000000000000003,0.0,20.555,2441.22,0.757,6.042,40.69,4.347045642180567
awekesa,3.0,80.53,0.053,6.793,21.128,2410.0,0.614,5.725,23.193,4.385497453285694
awekesa,4.0,80.77,0.067,6.611,21.426,2220.253,0.551,4.863,22.21,4.3840418949750495
awekesa,3.0,80.6,0.105,4.53,22.338,2359.748,0.967,3.966,23.009,4.380494672890903
awekesa,2.5,23.88,0.07,7.765,21.512,2368.938,0.188,3.574,5.975,4.411472470434071
awekesa,2.0,405.46,0.091,1.12,22.004,2709.302,0.624,6.611,101.72,3.0462255070095554
awekesa,3.0,405.19,0.036000000000000004,7.622,20.756,3132.089,0.688,6.185,102.065,3.060864951656079
awekesa,4.0,408.01,0.0,6.664,20.0,32.999,0.561,5.582,6.864,3.0496109650711976
awekesa,4.5,80.89,0.0,6.509,19.998,32.993,0.617,5.657,6.705,4.3903279034731
awekesa,4.0,255.53,0.0,6.859,20.0,32.981,0.725,4.672,6.556,4.0035018334762515
awekesa,4.5,158.5,0.003,7.693,20.055,170.002,0.018,3.612,19.114,4.348258275050908
awekesa,3.0,255.16,0.063,6.567,21.347,2420.859,0.041,4.761,61.241,3.9945416398084865
awekesa,2.5,272.75,0.12300000000000001,7.572,22.793,4071.506,0.567,6.533,102.423,3.8895315253687497
awekesa,2.0,156.28,0.073,6.596,21.574,2320.56,0.013,4.466,38.624,4.34199127505535
awekesa,2.0,404.44,0.14,7.608,23.265,2688.939,0.57,7.508,101.984,3.0420559331728625
awekesa,2.5,265.84,0.086,6.575,21.881,2430.658,0.474,6.57,64.167,3.9340182738215828
awekesa,3.0,155.37,0.059000000000000004,6.95,21.241,3061.786,0.622,6.13,41.418,4.3440333167498295
awekesa,4.0,82.33,0.027000000000000003,7.599,20.554,2270.97,0.046,4.069,20.829,4.3870492892723085
awekesa,4.5,10.8,0.0,7.445,20.0,32.972,0.006,4.578,6.297,4.423163171689763
awekesa,4.5,80.59,0.0,6.956,20.002,33.015,0.041,4.111,6.253,4.390478445954578
awekesa,4.5,432.7,0.0,6.543,20.0,32.962,0.106,5.825,6.736,2.8763433796481355
awekesa,4.0,405.23,0.035,7.504,20.717,2289.715,0.011,3.747,93.825,3.060818992828004
awekesa,3.0,405.62,0.071,6.644,21.528,3121.608,0.552,6.599,101.468,3.049738457920914
awekesa,2.5,10.59,0.073,0.0,21.574,2290.878,0.682,5.923,10.759,4.417251236706346
awekesa,2.5,408.31,0.10400000000000001,6.826,22.31,3010.195,0.074,6.546,100.393,3.0233166774968407
awekesa,2.5,267.71,0.038,6.6,20.784,2848.233,0.628,4.601,65.591,3.9325449741948164
awekesa,3.0,170.81,0.087,7.428,21.896,2669.518,0.632,4.62,39.235,4.331870137139492
awekesa,4.0,87.22,0.026000000000000002,6.759,20.529,2188.982,0.69,5.333,23.114,4.3846494390622315
awekesa,4.5,61.01,0.0,7.712,19.998,36.147,0.047,5.345,6.653,4.400119816936055
awekesa,4.5,36.09,0.0,7.658,19.997,32.836,0.041,4.95,6.59,4.411861545858437
awekesa,4.0,98.87,0.025,0.0,20.517,2218.849,0.616,4.442,17.987,4.37871375078033
awekesa,2.5,202.6,0.061,6.732,21.3,3009.752,0.029,5.937,41.694,4.2376051462215605
awekesa,3.0,272.23,0.08900000000000001,6.959,21.953,2599.869,0.603,6.474,64.493,3.898618603915406
awekesa,2.0,405.61,0.136,6.633,23.134,3239.686,0.088,6.647,102.738,3.034806159261377
awekesa,3.0,36.45,0.07200000000000001,7.767,21.552,2509.253,0.001,5.622,6.911,4.405438827329591
awekesa,3.0,405.07,0.068,6.781,21.47,2478.032,0.669,5.161,101.036,3.0542691727673263
awekesa,4.0,208.27,0.034,7.71,20.708,2200.589,0.015,5.324,96.76,4.21819084317166
awekesa,4.5,412.69,0.0,6.806,19.998,33.564,0.233,5.812,6.909,3.016922844683035
